hero_pool_week,map_name,Ana,Ashe,Baptiste,Bastion,Brigitte,D.Va,Doomfist,Echo,Genji,Hanzo,Junkrat,Lúcio,McCree,Mei,Mercy,Moira,Orisa,Pharah,Reaper,Reinhardt,Roadhog,Sigma,Soldier: 76,Sombra,Symmetra,Torbjörn,Tracer,Widowmaker,Winston,Wrecking Ball,Zarya,Zenyatta
Overwatch League - Stage 4 - 2018,Blizzard World,0.016775634830341675,0.0,0.0,0.0,0.40392567636450183,0.8338132216789493,0.0035021030175331263,0.0,0.1656144189309136,0.054248462926252315,0.31840070260937686,0.07648545111124684,0.023680526809389372,0.000554095408216474,0.9079264238502394,0.04791498245641137,0.17510468622514086,0.06566087655080438,0.00676618545187108,0.21619821363413463,0.012126398714346544,0.0,0.004610886811731904,0.01875492937707532,0.0003165500242306237,0.002195766195063808,0.28916520450862837,0.6802127326391946,0.6086179049966833,0.0,0.11892450711515452,0.9485034577625683
Overwatch League - Stage 4 - 2018,Dorado,0.0035285202382817284,0.0,0.0,0.006246572632552208,0.2779237529494488,0.8253323308167005,0.009137869672466003,0.0,0.16265533934967824,0.15878086934820929,0.26113674427023187,0.03259522676295093,0.019036176174051116,1.928506998476503e-05,0.9630084623468997,0.013981772718289973,0.2882792256233374,0.08527298747071298,0.0016397672842821706,0.1365547318663957,0.12154868935693429,0.0,0.009674376162457164,0.003047686747613164,0.000501747394471869,3.857603066834374e-05,0.12719182404642587,0.8916125499490358,0.5680602739296948,0.0,0.07738389665178183,0.9558107451364432
Overwatch League - Stage 4 - 2018,Hanamura,0.09584247966432681,0.0,0.0,0.005888842551893872,0.41232660713923036,0.9551135860802332,0.015646373360556923,0.0,0.12911895635841153,0.03205954978784046,0.24752934303684895,0.16236892547070333,0.04277386701836591,0.023875103193781024,0.7388545089217418,0.09786826935125063,0.1594805748031563,0.035174797028227255,0.0,0.2333888186635171,0.02518313851541566,0.0,0.009736928070514187,0.009395988590321466,0.0006037857909730019,0.00020809224750221794,0.30730943494959856,0.6616459155103127,0.6016716622688687,0.0,0.10312802407874361,0.8938064275476646
Overwatch League - Stage 4 - 2018,Horizon Lunar Colony,0.024349412061829608,0.0,0.0,0.004028083333057988,0.3167399884002599,0.9223530307929564,0.010152402183727994,0.0,0.15745196387546195,0.007454220936470956,0.33099819260382174,0.11922019231572806,0.015180023608080512,0.0021289805274201687,0.8611637099342114,0.1046772087130895,0.24091430869004044,0.025726578208558667,0.0014509397824336505,0.15163959765706858,0.004292444672223973,0.0,0.005577641548713378,0.14855047916668143,0.0,0.0,0.352056579421836,0.7420117370253817,0.6069756949101058,0.0,0.09328994532522496,0.7516166443056157
Overwatch League - Stage 4 - 2018,King's Row,0.02148567416501333,0.0,0.0,0.016022011604989967,0.09791611187142789,0.654185931715852,0.012025451915099562,0.0,0.04279092130918907,0.3584119515465873,0.32128921028499935,0.054172884313143654,0.021541308884757776,0.000715195723076597,0.9412811403782663,0.024327697758680385,0.1590041726066609,0.11078749442589675,0.004436634965654703,0.5646353050833249,0.04898929429628033,0.0,0.001594599275635226,0.003996592651202908,0.0,3.673680642955972e-05,0.05865074434581002,0.8159158412834963,0.2788718656131109,0.0,0.4335363921036475,0.9533788350717677
Overwatch League - Stage 4 - 2018,Lijiang Tower,0.01319005671322089,0.0,0.0,4.937036994793113e-05,0.22052169600564778,0.636662173089811,0.010230580066802138,0.0,0.05601187496734988,0.002736275139127754,0.12412642929630104,0.1724015119945277,0.20059994213783397,0.006927178409937865,0.8274999333978041,0.10465195931329715,0.0,0.5988193306029496,0.00014805009783206016,0.5029503880105317,0.009885419586599364,0.0,0.0027365706111771347,0.00041901211063962265,4.925598379882657e-05,0.0,0.20272764942933794,0.4580029623575753,0.4970741478015101,0.0,0.4711953997746184,0.8803828327318203
Overwatch League - Stage 4 - 2018,Nepal,0.0,0.0,0.0,0.0,0.223323940003858,0.7004395498989607,0.02905146423365953,0.0,0.01189048961617598,0.02363339067155461,0.32115728086701667,0.15226510690588244,0.08632972257770627,0.03447047800979906,0.8466055030273243,0.11974703047657506,0.2188682233745598,0.4322806517451494,0.03229034481550422,0.38002965676729716,0.10454684826634658,0.0,0.0030099631770069647,0.0007531472864820713,0.0,0.0,0.17174593168478372,0.5702946816576406,0.39997413989533553,0.0,0.2633596397355828,0.8739328153057975
Overwatch League - Stage 4 - 2018,Oasis,0.00026965416881180246,0.0,0.0,0.0,0.2666333972122009,0.7206338103805137,0.014034250416681606,0.0,0.033996890396672454,0.005266765682640489,0.04386741214479265,0.08724169943349706,0.3115246853952826,0.0,0.9107254674272073,0.05503594933802018,0.05491400642328273,0.5906918194465046,0.0,0.32818313947883926,0.028707917084794424,0.0,0.013494843379612887,0.004775619616647535,0.0,2.449780027459143e-05,0.2693306405465563,0.4262221758664511,0.6158248767249392,0.0,0.28086155618543374,0.9377389254503441
Overwatch League - Stage 4 - 2018,Watchpoint: Gibraltar,0.005581727244188759,0.0,0.0,0.0019325945906316824,0.4983657828306912,0.9879274405304134,0.03094630533822191,0.0,0.16858989649532657,0.1471802904248028,0.05455976412582338,0.010493532943833504,0.005234736333263684,0.00237771753631779,0.9830880899453741,0.0023150323759232264,0.007398809745708273,0.0012553756814967282,0.0008585562408271807,0.0942788302507846,0.0035830540077007285,0.0,0.005895336502871292,0.00044091934335030675,0.0004457293404503477,0.0033356211643501207,0.19226709531050448,0.9181367239852504,0.8732108833285918,0.0,0.008323570509885997,0.9919765838734159
Overwatch League 2019 Post-Season - 2019,Busan,0.03737914289127266,0.0,0.03807806934521094,0.018171339355838055,0.0,0.0,0.9449976054818354,0.0,0.0,0.0,0.0,0.9097513890978232,0.036780569168362455,0.03300903076578598,0.06095656905062132,0.9538348296150553,0.9722963002460482,0.015437893104076138,0.8800661799751317,0.0012905712124647126,4.956874221745787e-05,0.9921062624332558,0.0,0.01246030385740546,0.026760474757474218,0.0,0.006056676773645182,0.02625992676206054,0.0,0.034257297364415365,0.0,0.0
Overwatch League 2019 Post-Season - 2019,Dorado,0.4457993950677356,0.0,0.20166880353441932,0.19774219730000395,0.0,0.03926585156912433,0.5108733796260652,0.0,0.0004910459735126491,0.00873371493212509,0.0,0.41252515763923703,0.21361716171454126,0.21168909805805586,0.4939023281015103,0.44610431567730313,0.9079172077915587,0.4697562689803113,0.3853305862455732,0.0,0.0,0.9505258244448137,0.0,0.0,0.0,0.0,0.0004909849486255793,0.0012755622066955737,0.07274233020047459,0.029548785988312887,0.0,0.0
Overwatch League 2019 Post-Season - 2019,Eichenwalde,0.23183744002373277,0.0,0.09127763954684417,0.08338742525055125,0.0,0.05242913331682007,0.7918443462832216,0.0,0.0002630220968858515,0.00017546215854655694,0.006574070948860124,0.8291967635248961,0.0152554011461092,0.14380285675413085,0.09407811667049804,0.7536100402062517,0.9381873780490267,0.09065736661331938,0.7926358235007693,0.0,0.0,0.9296805800106837,0.0,0.0713693789245821,0.0007898889761161113,0.0,0.0,0.0032449573125536793,0.013593412101922034,0.06610949658367994,0.0,0.0
Overwatch League 2019 Post-Season - 2019,Hanamura,0.8028960257788229,0.16863820692629486,0.36574472857616486,0.17196115709000195,0.0,0.32359960254128967,0.5225782924852184,0.0,0.0,0.002222435323476104,0.03882883791341248,0.33471241891080744,0.07099337407884442,0.1856474864688399,0.2995428525253776,0.19710397426240683,0.6312824561565987,0.29806253598641247,0.14683622868609514,0.022939334232539067,0.0,0.6116837010412829,0.0,0.00850945507204239,0.17269047750564914,0.0,0.1941645907058671,0.0188669217377058,0.32839758370721295,0.0820973222876367,0.0,0.0
