Hero Pool,Map1,Map2,Distance
May Melee - 2020,Blizzard World,Busan,0.6875783352014229
May Melee - 2020,Blizzard World,Hanamura,1.0089332883766726
May Melee - 2020,Blizzard World,Hollywood,0.6628282027934138
May Melee - 2020,Blizzard World,Ilios,1.6359478285822409
May Melee - 2020,Blizzard World,Junkertown,0.9582721532515862
May Melee - 2020,Blizzard World,King's Row,1.1134138263203477
May Melee - 2020,Blizzard World,Lijiang Tower,1.5467919088343243
May Melee - 2020,Blizzard World,Nepal,1.4790099007230006
May Melee - 2020,Blizzard World,Oasis,1.1229385438271124
May Melee - 2020,Blizzard World,Rialto,1.3499978189721304
May Melee - 2020,Blizzard World,Temple of Anubis,0.7481811114044684
May Melee - 2020,Blizzard World,Volskaya Industries,0.7273852327952534
May Melee - 2020,Blizzard World,Watchpoint: Gibraltar,1.3696495164552727
May Melee - 2020,Busan,Blizzard World,0.6875783352014229
May Melee - 2020,Busan,Hanamura,0.6525215094436754
May Melee - 2020,Busan,Hollywood,1.011415096233352
May Melee - 2020,Busan,Ilios,2.0195727007543867
May Melee - 2020,Busan,Junkertown,0.5465409589990395
May Melee - 2020,Busan,King's Row,0.9683961434972205
May Melee - 2020,Busan,Lijiang Tower,1.2726226324484644
May Melee - 2020,Busan,Nepal,1.1287642329917047
May Melee - 2020,Busan,Oasis,1.2119932885286557
May Melee - 2020,Busan,Rialto,1.2231392258897582
May Melee - 2020,Busan,Temple of Anubis,0.6652455209104817
May Melee - 2020,Busan,Volskaya Industries,1.1283406502276767
May Melee - 2020,Busan,Watchpoint: Gibraltar,1.7301007583432368
May Melee - 2020,Hanamura,Blizzard World,1.0089332883766726
May Melee - 2020,Hanamura,Busan,0.6525215094436754
May Melee - 2020,Hanamura,Hollywood,1.0727696751856932
May Melee - 2020,Hanamura,Ilios,2.002658174089448
May Melee - 2020,Hanamura,Junkertown,0.568968494475168
May Melee - 2020,Hanamura,King's Row,0.5811875498770974
May Melee - 2020,Hanamura,Lijiang Tower,0.9172669079731508
May Melee - 2020,Hanamura,Nepal,0.7096391234744566
May Melee - 2020,Hanamura,Oasis,0.9889743818135334
May Melee - 2020,Hanamura,Rialto,1.3458811781391713
May Melee - 2020,Hanamura,Temple of Anubis,0.7245899620174889
May Melee - 2020,Hanamura,Volskaya Industries,1.2349843667509108
May Melee - 2020,Hanamura,Watchpoint: Gibraltar,1.718927201649371
May Melee - 2020,Hollywood,Blizzard World,0.6628282027934138
May Melee - 2020,Hollywood,Busan,1.011415096233352
May Melee - 2020,Hollywood,Hanamura,1.0727696751856932
May Melee - 2020,Hollywood,Ilios,1.2909701385543597
May Melee - 2020,Hollywood,Junkertown,1.1146929144740325
May Melee - 2020,Hollywood,King's Row,1.0190572526211477
May Melee - 2020,Hollywood,Lijiang Tower,1.407807660350366
May Melee - 2020,Hollywood,Nepal,1.5072996023512453
May Melee - 2020,Hollywood,Oasis,0.7989313474232251
May Melee - 2020,Hollywood,Rialto,1.5944549831286274
May Melee - 2020,Hollywood,Temple of Anubis,0.8509840431700636
May Melee - 2020,Hollywood,Volskaya Industries,0.3369283554057922
May Melee - 2020,Hollywood,Watchpoint: Gibraltar,0.9591193145301697
May Melee - 2020,Ilios,Blizzard World,1.6359478285822409
May Melee - 2020,Ilios,Busan,2.0195727007543867
May Melee - 2020,Ilios,Hanamura,2.002658174089448
May Melee - 2020,Ilios,Hollywood,1.2909701385543597
May Melee - 2020,Ilios,Junkertown,1.9275420955721163
May Melee - 2020,Ilios,King's Row,1.9217968233555573
May Melee - 2020,Ilios,Lijiang Tower,2.093333821774195
May Melee - 2020,Ilios,Nepal,2.3935747490052632
May Melee - 2020,Ilios,Oasis,1.3239198645972914
May Melee - 2020,Ilios,Rialto,2.668931049369427
May Melee - 2020,Ilios,Temple of Anubis,2.069574148106899
May Melee - 2020,Ilios,Volskaya Industries,1.0988505749561364
May Melee - 2020,Ilios,Watchpoint: Gibraltar,0.49965419226731517
May Melee - 2020,Junkertown,Blizzard World,0.9582721532515862
May Melee - 2020,Junkertown,Busan,0.5465409589990395
May Melee - 2020,Junkertown,Hanamura,0.568968494475168
May Melee - 2020,Junkertown,Hollywood,1.1146929144740325
May Melee - 2020,Junkertown,Ilios,1.9275420955721163
May Melee - 2020,Junkertown,King's Row,0.888219724320928
May Melee - 2020,Junkertown,Lijiang Tower,1.106169681087571
May Melee - 2020,Junkertown,Nepal,1.064429624554986
May Melee - 2020,Junkertown,Oasis,1.0896087404264827
May Melee - 2020,Junkertown,Rialto,1.3468793257734506
May Melee - 2020,Junkertown,Temple of Anubis,0.9203764232210588
May Melee - 2020,Junkertown,Volskaya Industries,1.1807421746567617
May Melee - 2020,Junkertown,Watchpoint: Gibraltar,1.6756847236097352
May Melee - 2020,King's Row,Blizzard World,1.1134138263203477
May Melee - 2020,King's Row,Busan,0.9683961434972205
May Melee - 2020,King's Row,Hanamura,0.5811875498770974
May Melee - 2020,King's Row,Hollywood,1.0190572526211477
May Melee - 2020,King's Row,Ilios,1.9217968233555573
May Melee - 2020,King's Row,Junkertown,0.888219724320928
May Melee - 2020,King's Row,Lijiang Tower,0.7141683676794607
May Melee - 2020,King's Row,Nepal,0.7018081828947896
May Melee - 2020,King's Row,Oasis,0.7169969674695834
May Melee - 2020,King's Row,Rialto,1.4176198070014219
May Melee - 2020,King's Row,Temple of Anubis,0.7589681847243875
May Melee - 2020,King's Row,Volskaya Industries,1.2170427261307752
May Melee - 2020,King's Row,Watchpoint: Gibraltar,1.6519748879541127
May Melee - 2020,Lijiang Tower,Blizzard World,1.5467919088343243
May Melee - 2020,Lijiang Tower,Busan,1.2726226324484644
May Melee - 2020,Lijiang Tower,Hanamura,0.9172669079731508
May Melee - 2020,Lijiang Tower,Hollywood,1.407807660350366
May Melee - 2020,Lijiang Tower,Ilios,2.093333821774195
May Melee - 2020,Lijiang Tower,Junkertown,1.106169681087571
May Melee - 2020,Lijiang Tower,King's Row,0.7141683676794607
May Melee - 2020,Lijiang Tower,Nepal,0.7791495686535568
May Melee - 2020,Lijiang Tower,Oasis,0.8720805130458059
May Melee - 2020,Lijiang Tower,Rialto,1.9068035886584889
May Melee - 2020,Lijiang Tower,Temple of Anubis,1.201541898590329
May Melee - 2020,Lijiang Tower,Volskaya Industries,1.5795745297914454
May Melee - 2020,Lijiang Tower,Watchpoint: Gibraltar,1.8584086192658682
May Melee - 2020,Nepal,Blizzard World,1.4790099007230006
May Melee - 2020,Nepal,Busan,1.1287642329917047
May Melee - 2020,Nepal,Hanamura,0.7096391234744566
May Melee - 2020,Nepal,Hollywood,1.5072996023512453
May Melee - 2020,Nepal,Ilios,2.3935747490052632
May Melee - 2020,Nepal,Junkertown,1.064429624554986
May Melee - 2020,Nepal,King's Row,0.7018081828947896
May Melee - 2020,Nepal,Lijiang Tower,0.7791495686535568
May Melee - 2020,Nepal,Oasis,1.1994010223132383
May Melee - 2020,Nepal,Rialto,1.604738236751896
May Melee - 2020,Nepal,Temple of Anubis,1.016058363271643
May Melee - 2020,Nepal,Volskaya Industries,1.7236585498933767
May Melee - 2020,Nepal,Watchpoint: Gibraltar,2.117083930308369
May Melee - 2020,Oasis,Blizzard World,1.1229385438271124
May Melee - 2020,Oasis,Busan,1.2119932885286557
May Melee - 2020,Oasis,Hanamura,0.9889743818135334
May Melee - 2020,Oasis,Hollywood,0.7989313474232251
May Melee - 2020,Oasis,Ilios,1.3239198645972914
May Melee - 2020,Oasis,Junkertown,1.0896087404264827
May Melee - 2020,Oasis,King's Row,0.7169969674695834
May Melee - 2020,Oasis,Lijiang Tower,0.8720805130458059
May Melee - 2020,Oasis,Nepal,1.1994010223132383
May Melee - 2020,Oasis,Rialto,1.8887531700362483
May Melee - 2020,Oasis,Temple of Anubis,1.0985011338031883
May Melee - 2020,Oasis,Volskaya Industries,0.9162383123178603
May Melee - 2020,Oasis,Watchpoint: Gibraltar,1.080880907345535
May Melee - 2020,Rialto,Blizzard World,1.3499978189721304
May Melee - 2020,Rialto,Busan,1.2231392258897582
May Melee - 2020,Rialto,Hanamura,1.3458811781391713
May Melee - 2020,Rialto,Hollywood,1.5944549831286274
May Melee - 2020,Rialto,Ilios,2.668931049369427
May Melee - 2020,Rialto,Junkertown,1.3468793257734506
May Melee - 2020,Rialto,King's Row,1.4176198070014219
May Melee - 2020,Rialto,Lijiang Tower,1.9068035886584889
May Melee - 2020,Rialto,Nepal,1.604738236751896
May Melee - 2020,Rialto,Oasis,1.8887531700362483
May Melee - 2020,Rialto,Temple of Anubis,1.1487094751742741
May Melee - 2020,Rialto,Volskaya Industries,1.7140753165864049
May Melee - 2020,Rialto,Watchpoint: Gibraltar,2.405688668250401
May Melee - 2020,Temple of Anubis,Blizzard World,0.7481811114044684
May Melee - 2020,Temple of Anubis,Busan,0.6652455209104817
May Melee - 2020,Temple of Anubis,Hanamura,0.7245899620174889
May Melee - 2020,Temple of Anubis,Hollywood,0.8509840431700636
May Melee - 2020,Temple of Anubis,Ilios,2.069574148106899
May Melee - 2020,Temple of Anubis,Junkertown,0.9203764232210588
May Melee - 2020,Temple of Anubis,King's Row,0.7589681847243875
May Melee - 2020,Temple of Anubis,Lijiang Tower,1.201541898590329
May Melee - 2020,Temple of Anubis,Nepal,1.016058363271643
May Melee - 2020,Temple of Anubis,Oasis,1.0985011338031883
May Melee - 2020,Temple of Anubis,Rialto,1.1487094751742741
May Melee - 2020,Temple of Anubis,Volskaya Industries,1.087397015643716
May Melee - 2020,Temple of Anubis,Watchpoint: Gibraltar,1.7411297179648726
May Melee - 2020,Volskaya Industries,Blizzard World,0.7273852327952534
May Melee - 2020,Volskaya Industries,Busan,1.1283406502276767
May Melee - 2020,Volskaya Industries,Hanamura,1.2349843667509108
May Melee - 2020,Volskaya Industries,Hollywood,0.3369283554057922
May Melee - 2020,Volskaya Industries,Ilios,1.0988505749561364
May Melee - 2020,Volskaya Industries,Junkertown,1.1807421746567617
May Melee - 2020,Volskaya Industries,King's Row,1.2170427261307752
May Melee - 2020,Volskaya Industries,Lijiang Tower,1.5795745297914454
May Melee - 2020,Volskaya Industries,Nepal,1.7236585498933767
May Melee - 2020,Volskaya Industries,Oasis,0.9162383123178603
May Melee - 2020,Volskaya Industries,Rialto,1.7140753165864049
May Melee - 2020,Volskaya Industries,Temple of Anubis,1.087397015643716
May Melee - 2020,Volskaya Industries,Watchpoint: Gibraltar,0.8142953027487592
May Melee - 2020,Watchpoint: Gibraltar,Blizzard World,1.3696495164552727
May Melee - 2020,Watchpoint: Gibraltar,Busan,1.7301007583432368
May Melee - 2020,Watchpoint: Gibraltar,Hanamura,1.718927201649371
May Melee - 2020,Watchpoint: Gibraltar,Hollywood,0.9591193145301697
May Melee - 2020,Watchpoint: Gibraltar,Ilios,0.49965419226731517
May Melee - 2020,Watchpoint: Gibraltar,Junkertown,1.6756847236097352
May Melee - 2020,Watchpoint: Gibraltar,King's Row,1.6519748879541127
May Melee - 2020,Watchpoint: Gibraltar,Lijiang Tower,1.8584086192658682
May Melee - 2020,Watchpoint: Gibraltar,Nepal,2.117083930308369
May Melee - 2020,Watchpoint: Gibraltar,Oasis,1.080880907345535
May Melee - 2020,Watchpoint: Gibraltar,Rialto,2.405688668250401
May Melee - 2020,Watchpoint: Gibraltar,Temple of Anubis,1.7411297179648726
May Melee - 2020,Watchpoint: Gibraltar,Volskaya Industries,0.8142953027487592
Overwatch League - Stage 1 - 2018,Dorado,Eichenwalde,0.6706515784663316
Overwatch League - Stage 1 - 2018,Dorado,Horizon Lunar Colony,0.3651831016598876
Overwatch League - Stage 1 - 2018,Dorado,Ilios,0.6034540218780591
Overwatch League - Stage 1 - 2018,Dorado,Junkertown,0.882269737505973
Overwatch League - Stage 1 - 2018,Dorado,Lijiang Tower,0.6897298038117924
Overwatch League - Stage 1 - 2018,Dorado,Numbani,0.6089193650381729
Overwatch League - Stage 1 - 2018,Dorado,Oasis,0.8016710841765132
Overwatch League - Stage 1 - 2018,Dorado,Temple of Anubis,0.24033269550102987
Overwatch League - Stage 1 - 2018,Eichenwalde,Dorado,0.6706515784663316
Overwatch League - Stage 1 - 2018,Eichenwalde,Horizon Lunar Colony,0.6613645836275707
Overwatch League - Stage 1 - 2018,Eichenwalde,Ilios,0.5012845863581427
Overwatch League - Stage 1 - 2018,Eichenwalde,Junkertown,1.1043929657241387
Overwatch League - Stage 1 - 2018,Eichenwalde,Lijiang Tower,0.4960134993720125
Overwatch League - Stage 1 - 2018,Eichenwalde,Numbani,0.6114704543861653
Overwatch League - Stage 1 - 2018,Eichenwalde,Oasis,0.46303794992333064
Overwatch League - Stage 1 - 2018,Eichenwalde,Temple of Anubis,0.6871191933446277
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Dorado,0.3651831016598876
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Eichenwalde,0.6613645836275707
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Ilios,0.6611717225117537
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Junkertown,0.717173584097229
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Lijiang Tower,0.5928405756437748
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Numbani,0.7012521917895539
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Oasis,0.6472362292688068
Overwatch League - Stage 1 - 2018,Horizon Lunar Colony,Temple of Anubis,0.29872757079973306
Overwatch League - Stage 1 - 2018,Ilios,Dorado,0.6034540218780591
Overwatch League - Stage 1 - 2018,Ilios,Eichenwalde,0.5012845863581427
Overwatch League - Stage 1 - 2018,Ilios,Horizon Lunar Colony,0.6611717225117537
Overwatch League - Stage 1 - 2018,Ilios,Junkertown,1.1649854277255778
Overwatch League - Stage 1 - 2018,Ilios,Lijiang Tower,0.6010875343706646
Overwatch League - Stage 1 - 2018,Ilios,Numbani,0.6247455458313983
Overwatch League - Stage 1 - 2018,Ilios,Oasis,0.6647967536487686
Overwatch League - Stage 1 - 2018,Ilios,Temple of Anubis,0.6939649144293608
Overwatch League - Stage 1 - 2018,Junkertown,Dorado,0.882269737505973
Overwatch League - Stage 1 - 2018,Junkertown,Eichenwalde,1.1043929657241387
Overwatch League - Stage 1 - 2018,Junkertown,Horizon Lunar Colony,0.717173584097229
Overwatch League - Stage 1 - 2018,Junkertown,Ilios,1.1649854277255778
Overwatch League - Stage 1 - 2018,Junkertown,Lijiang Tower,1.083152055203835
Overwatch League - Stage 1 - 2018,Junkertown,Numbani,1.2608106887004693
Overwatch League - Stage 1 - 2018,Junkertown,Oasis,0.9916436257458109
Overwatch League - Stage 1 - 2018,Junkertown,Temple of Anubis,0.8330606588609694
Overwatch League - Stage 1 - 2018,Lijiang Tower,Dorado,0.6897298038117924
Overwatch League - Stage 1 - 2018,Lijiang Tower,Eichenwalde,0.4960134993720125
Overwatch League - Stage 1 - 2018,Lijiang Tower,Horizon Lunar Colony,0.5928405756437748
Overwatch League - Stage 1 - 2018,Lijiang Tower,Ilios,0.6010875343706646
Overwatch League - Stage 1 - 2018,Lijiang Tower,Junkertown,1.083152055203835
Overwatch League - Stage 1 - 2018,Lijiang Tower,Numbani,0.6477023678093077
Overwatch League - Stage 1 - 2018,Lijiang Tower,Oasis,0.35793272277973814
Overwatch League - Stage 1 - 2018,Lijiang Tower,Temple of Anubis,0.6890414617480521
Overwatch League - Stage 1 - 2018,Numbani,Dorado,0.6089193650381729
Overwatch League - Stage 1 - 2018,Numbani,Eichenwalde,0.6114704543861653
Overwatch League - Stage 1 - 2018,Numbani,Horizon Lunar Colony,0.7012521917895539
Overwatch League - Stage 1 - 2018,Numbani,Ilios,0.6247455458313983
Overwatch League - Stage 1 - 2018,Numbani,Junkertown,1.2608106887004693
Overwatch League - Stage 1 - 2018,Numbani,Lijiang Tower,0.6477023678093077
Overwatch League - Stage 1 - 2018,Numbani,Oasis,0.7710416687245452
Overwatch League - Stage 1 - 2018,Numbani,Temple of Anubis,0.7104394918901631
Overwatch League - Stage 1 - 2018,Oasis,Dorado,0.8016710841765132
Overwatch League - Stage 1 - 2018,Oasis,Eichenwalde,0.46303794992333064
Overwatch League - Stage 1 - 2018,Oasis,Horizon Lunar Colony,0.6472362292688068
Overwatch League - Stage 1 - 2018,Oasis,Ilios,0.6647967536487686
Overwatch League - Stage 1 - 2018,Oasis,Junkertown,0.9916436257458109
Overwatch League - Stage 1 - 2018,Oasis,Lijiang Tower,0.35793272277973814
Overwatch League - Stage 1 - 2018,Oasis,Numbani,0.7710416687245452
Overwatch League - Stage 1 - 2018,Oasis,Temple of Anubis,0.7768198941482821
Overwatch League - Stage 1 - 2018,Temple of Anubis,Dorado,0.24033269550102987
Overwatch League - Stage 1 - 2018,Temple of Anubis,Eichenwalde,0.6871191933446277
Overwatch League - Stage 1 - 2018,Temple of Anubis,Horizon Lunar Colony,0.29872757079973306
Overwatch League - Stage 1 - 2018,Temple of Anubis,Ilios,0.6939649144293608
Overwatch League - Stage 1 - 2018,Temple of Anubis,Junkertown,0.8330606588609694
Overwatch League - Stage 1 - 2018,Temple of Anubis,Lijiang Tower,0.6890414617480521
Overwatch League - Stage 1 - 2018,Temple of Anubis,Numbani,0.7104394918901631
Overwatch League - Stage 1 - 2018,Temple of Anubis,Oasis,0.7768198941482821
Overwatch League - Stage 2 - 2018,Hanamura,Hollywood,0.8283051076972944
Overwatch League - Stage 2 - 2018,Hanamura,Ilios,0.800450998371151
Overwatch League - Stage 2 - 2018,Hanamura,King's Row,1.2595073847355254
Overwatch League - Stage 2 - 2018,Hanamura,Lijiang Tower,0.9142325067657211
Overwatch League - Stage 2 - 2018,Hanamura,Nepal,0.7061026360889078
Overwatch League - Stage 2 - 2018,Hanamura,Route 66,0.7138156334075368
Overwatch League - Stage 2 - 2018,Hanamura,Volskaya Industries,0.5172979858363815
Overwatch League - Stage 2 - 2018,Hanamura,Watchpoint: Gibraltar,0.8440224687588925
Overwatch League - Stage 2 - 2018,Hollywood,Hanamura,0.8283051076972944
Overwatch League - Stage 2 - 2018,Hollywood,Ilios,0.7308091376796166
Overwatch League - Stage 2 - 2018,Hollywood,King's Row,0.8435521127952071
Overwatch League - Stage 2 - 2018,Hollywood,Lijiang Tower,0.896712242886562
Overwatch League - Stage 2 - 2018,Hollywood,Nepal,0.675533434721761
Overwatch League - Stage 2 - 2018,Hollywood,Route 66,0.4137057691652663
Overwatch League - Stage 2 - 2018,Hollywood,Volskaya Industries,0.5276956708048598
Overwatch League - Stage 2 - 2018,Hollywood,Watchpoint: Gibraltar,0.5719259298833358
Overwatch League - Stage 2 - 2018,Ilios,Hanamura,0.800450998371151
Overwatch League - Stage 2 - 2018,Ilios,Hollywood,0.7308091376796166
Overwatch League - Stage 2 - 2018,Ilios,King's Row,1.185476588500942
Overwatch League - Stage 2 - 2018,Ilios,Lijiang Tower,0.6620109981481416
Overwatch League - Stage 2 - 2018,Ilios,Nepal,0.5991066275518299
Overwatch League - Stage 2 - 2018,Ilios,Route 66,0.5733064384308841
Overwatch League - Stage 2 - 2018,Ilios,Volskaya Industries,0.5098434933982686
Overwatch League - Stage 2 - 2018,Ilios,Watchpoint: Gibraltar,0.8783305102547254
Overwatch League - Stage 2 - 2018,King's Row,Hanamura,1.2595073847355254
Overwatch League - Stage 2 - 2018,King's Row,Hollywood,0.8435521127952071
Overwatch League - Stage 2 - 2018,King's Row,Ilios,1.185476588500942
Overwatch League - Stage 2 - 2018,King's Row,Lijiang Tower,0.8762456885823023
Overwatch League - Stage 2 - 2018,King's Row,Nepal,1.0582384407690362
Overwatch League - Stage 2 - 2018,King's Row,Route 66,1.080213829074283
Overwatch League - Stage 2 - 2018,King's Row,Volskaya Industries,1.1394962109009277
Overwatch League - Stage 2 - 2018,King's Row,Watchpoint: Gibraltar,1.2617755987463262
Overwatch League - Stage 2 - 2018,Lijiang Tower,Hanamura,0.9142325067657211
Overwatch League - Stage 2 - 2018,Lijiang Tower,Hollywood,0.896712242886562
Overwatch League - Stage 2 - 2018,Lijiang Tower,Ilios,0.6620109981481416
Overwatch League - Stage 2 - 2018,Lijiang Tower,King's Row,0.8762456885823023
Overwatch League - Stage 2 - 2018,Lijiang Tower,Nepal,0.6111758809693874
Overwatch League - Stage 2 - 2018,Lijiang Tower,Route 66,0.9159149775652068
Overwatch League - Stage 2 - 2018,Lijiang Tower,Volskaya Industries,0.8487557766911995
Overwatch League - Stage 2 - 2018,Lijiang Tower,Watchpoint: Gibraltar,1.2731974924204892
Overwatch League - Stage 2 - 2018,Nepal,Hanamura,0.7061026360889078
Overwatch League - Stage 2 - 2018,Nepal,Hollywood,0.675533434721761
Overwatch League - Stage 2 - 2018,Nepal,Ilios,0.5991066275518299
Overwatch League - Stage 2 - 2018,Nepal,King's Row,1.0582384407690362
Overwatch League - Stage 2 - 2018,Nepal,Lijiang Tower,0.6111758809693874
Overwatch League - Stage 2 - 2018,Nepal,Route 66,0.7090615309770567
Overwatch League - Stage 2 - 2018,Nepal,Volskaya Industries,0.627110303661936
Overwatch League - Stage 2 - 2018,Nepal,Watchpoint: Gibraltar,0.9808996909591373
Overwatch League - Stage 2 - 2018,Route 66,Hanamura,0.7138156334075368
Overwatch League - Stage 2 - 2018,Route 66,Hollywood,0.4137057691652663
Overwatch League - Stage 2 - 2018,Route 66,Ilios,0.5733064384308841
Overwatch League - Stage 2 - 2018,Route 66,King's Row,1.080213829074283
Overwatch League - Stage 2 - 2018,Route 66,Lijiang Tower,0.9159149775652068
Overwatch League - Stage 2 - 2018,Route 66,Nepal,0.7090615309770567
Overwatch League - Stage 2 - 2018,Route 66,Volskaya Industries,0.2596110226268421
Overwatch League - Stage 2 - 2018,Route 66,Watchpoint: Gibraltar,0.5110796114063447
Overwatch League - Stage 2 - 2018,Volskaya Industries,Hanamura,0.5172979858363815
Overwatch League - Stage 2 - 2018,Volskaya Industries,Hollywood,0.5276956708048598
Overwatch League - Stage 2 - 2018,Volskaya Industries,Ilios,0.5098434933982686
Overwatch League - Stage 2 - 2018,Volskaya Industries,King's Row,1.1394962109009277
Overwatch League - Stage 2 - 2018,Volskaya Industries,Lijiang Tower,0.8487557766911995
Overwatch League - Stage 2 - 2018,Volskaya Industries,Nepal,0.627110303661936
Overwatch League - Stage 2 - 2018,Volskaya Industries,Route 66,0.2596110226268421
Overwatch League - Stage 2 - 2018,Volskaya Industries,Watchpoint: Gibraltar,0.572477530918788
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Hanamura,0.8440224687588925
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Hollywood,0.5719259298833358
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Ilios,0.8783305102547254
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,King's Row,1.2617755987463262
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Lijiang Tower,1.2731974924204892
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Nepal,0.9808996909591373
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Route 66,0.5110796114063447
Overwatch League - Stage 2 - 2018,Watchpoint: Gibraltar,Volskaya Industries,0.572477530918788
Overwatch League - Stage 3 - 2018,Blizzard World,Ilios,0.35346630525577766
Overwatch League - Stage 3 - 2018,Blizzard World,Junkertown,1.535811943755105
Overwatch League - Stage 3 - 2018,Blizzard World,Nepal,0.7401047719046155
Overwatch League - Stage 3 - 2018,Blizzard World,Numbani,0.443481440671912
Overwatch League - Stage 3 - 2018,Blizzard World,Oasis,0.6197084766744957
Overwatch League - Stage 3 - 2018,Blizzard World,Route 66,0.6166335864916025
Overwatch League - Stage 3 - 2018,Blizzard World,Temple of Anubis,0.6320410817927792
Overwatch League - Stage 3 - 2018,Blizzard World,Volskaya Industries,0.35655654881576304
Overwatch League - Stage 3 - 2018,Ilios,Blizzard World,0.35346630525577766
Overwatch League - Stage 3 - 2018,Ilios,Junkertown,1.5743284193597689
Overwatch League - Stage 3 - 2018,Ilios,Nepal,0.7149673076862024
Overwatch League - Stage 3 - 2018,Ilios,Numbani,0.5258397813344379
Overwatch League - Stage 3 - 2018,Ilios,Oasis,0.5723653795242886
Overwatch League - Stage 3 - 2018,Ilios,Route 66,0.6635738925105297
Overwatch League - Stage 3 - 2018,Ilios,Temple of Anubis,0.790983975225745
Overwatch League - Stage 3 - 2018,Ilios,Volskaya Industries,0.47491310815116083
Overwatch League - Stage 3 - 2018,Junkertown,Blizzard World,1.535811943755105
Overwatch League - Stage 3 - 2018,Junkertown,Ilios,1.5743284193597689
Overwatch League - Stage 3 - 2018,Junkertown,Nepal,1.0762642139509573
Overwatch League - Stage 3 - 2018,Junkertown,Numbani,1.5934410489805493
Overwatch League - Stage 3 - 2018,Junkertown,Oasis,1.6479396750927886
Overwatch League - Stage 3 - 2018,Junkertown,Route 66,1.4814377064559923
Overwatch League - Stage 3 - 2018,Junkertown,Temple of Anubis,1.2465694342404872
Overwatch League - Stage 3 - 2018,Junkertown,Volskaya Industries,1.5813074356069232
Overwatch League - Stage 3 - 2018,Nepal,Blizzard World,0.7401047719046155
Overwatch League - Stage 3 - 2018,Nepal,Ilios,0.7149673076862024
Overwatch League - Stage 3 - 2018,Nepal,Junkertown,1.0762642139509573
Overwatch League - Stage 3 - 2018,Nepal,Numbani,0.8486444750257449
Overwatch League - Stage 3 - 2018,Nepal,Oasis,0.6206048394806876
Overwatch League - Stage 3 - 2018,Nepal,Route 66,1.0148627396016991
Overwatch League - Stage 3 - 2018,Nepal,Temple of Anubis,0.6434087956077966
Overwatch League - Stage 3 - 2018,Nepal,Volskaya Industries,0.925235170956742
Overwatch League - Stage 3 - 2018,Numbani,Blizzard World,0.443481440671912
Overwatch League - Stage 3 - 2018,Numbani,Ilios,0.5258397813344379
Overwatch League - Stage 3 - 2018,Numbani,Junkertown,1.5934410489805493
Overwatch League - Stage 3 - 2018,Numbani,Nepal,0.8486444750257449
Overwatch League - Stage 3 - 2018,Numbani,Oasis,0.8155141931866426
Overwatch League - Stage 3 - 2018,Numbani,Route 66,0.68443464247631
Overwatch League - Stage 3 - 2018,Numbani,Temple of Anubis,0.5928715023980909
Overwatch League - Stage 3 - 2018,Numbani,Volskaya Industries,0.3533528857532244
Overwatch League - Stage 3 - 2018,Oasis,Blizzard World,0.6197084766744957
Overwatch League - Stage 3 - 2018,Oasis,Ilios,0.5723653795242886
Overwatch League - Stage 3 - 2018,Oasis,Junkertown,1.6479396750927886
Overwatch League - Stage 3 - 2018,Oasis,Nepal,0.6206048394806876
Overwatch League - Stage 3 - 2018,Oasis,Numbani,0.8155141931866426
Overwatch League - Stage 3 - 2018,Oasis,Route 66,1.1323826630278948
Overwatch League - Stage 3 - 2018,Oasis,Temple of Anubis,0.8702600603191273
Overwatch League - Stage 3 - 2018,Oasis,Volskaya Industries,0.9062209018662598
Overwatch League - Stage 3 - 2018,Route 66,Blizzard World,0.6166335864916025
Overwatch League - Stage 3 - 2018,Route 66,Ilios,0.6635738925105297
Overwatch League - Stage 3 - 2018,Route 66,Junkertown,1.4814377064559923
Overwatch League - Stage 3 - 2018,Route 66,Nepal,1.0148627396016991
Overwatch League - Stage 3 - 2018,Route 66,Numbani,0.68443464247631
Overwatch League - Stage 3 - 2018,Route 66,Oasis,1.1323826630278948
Overwatch League - Stage 3 - 2018,Route 66,Temple of Anubis,0.8878780963411709
Overwatch League - Stage 3 - 2018,Route 66,Volskaya Industries,0.4102458889899849
Overwatch League - Stage 3 - 2018,Temple of Anubis,Blizzard World,0.6320410817927792
Overwatch League - Stage 3 - 2018,Temple of Anubis,Ilios,0.790983975225745
Overwatch League - Stage 3 - 2018,Temple of Anubis,Junkertown,1.2465694342404872
Overwatch League - Stage 3 - 2018,Temple of Anubis,Nepal,0.6434087956077966
