match_id,game_number,map_name,map_winner,match_date,team_one_name,team_two_name,team_one_score,team_two_score,season
10223,3,Ilios,Los Angeles Valiant,2018/01/11,Los Angeles Valiant,San Francisco Shock,99.66666666666666,54.99999999999999,2018
10224,3,Ilios,Los Angeles Gladiators,2018/01/11,Shanghai Dragons,Los Angeles Gladiators,52.33333333333333,66.66666666666666,2018
10225,3,Ilios,Seoul Dynasty,2018/01/11,Dallas Fuel,Seoul Dynasty,11.666666666666666,66.66666666666666,2018
10226,3,Oasis,London Spitfire,2018/01/11,London Spitfire,Florida Mayhem,66.66666666666666,66.0,2018
10227,3,Oasis,Philadelphia Fusion,2018/01/12,Philadelphia Fusion,Houston Outlaws,66.66666666666666,0.0,2018
10227,5,Lijiang Tower,Philadelphia Fusion,2018/01/12,Philadelphia Fusion,Houston Outlaws,66.66666666666666,27.0,2018
10228,3,Ilios,New York Excelsior,2018/01/12,Boston Uprising,New York Excelsior,8.0,66.66666666666666,2018
10229,3,Ilios,Los Angeles Valiant,2018/01/13,Los Angeles Valiant,Dallas Fuel,66.66666666666666,33.0,2018
10230,3,Oasis,Boston Uprising,2018/01/13,Florida Mayhem,Boston Uprising,11.0,66.66666666666666,2018
10231,3,Ilios,San Francisco Shock,2018/01/13,San Francisco Shock,Shanghai Dragons,66.66666666666666,23.666666666666664,2018
10232,3,Ilios,London Spitfire,2018/01/13,London Spitfire,Philadelphia Fusion,66.66666666666666,10.666666666666666,2018
10233,3,Ilios,New York Excelsior,2018/01/13,New York Excelsior,Houston Outlaws,66.66666666666666,41.666666666666664,2018
10234,3,Ilios,Seoul Dynasty,2018/01/14,Seoul Dynasty,Los Angeles Gladiators,66.66666666666666,50.666666666666664,2018
10235,3,Oasis,Philadelphia Fusion,2018/01/18,San Francisco Shock,Philadelphia Fusion,46.99999999999999,97.99999999999999,2018
10236,3,Oasis,Seoul Dynasty,2018/01/18,Florida Mayhem,Seoul Dynasty,54.666666666666664,66.66666666666666,2018
10237,3,Oasis,Houston Outlaws,2018/01/18,Houston Outlaws,Shanghai Dragons,66.66666666666666,39.0,2018
10238,3,Oasis,Houston Outlaws,2018/01/18,Dallas Fuel,Houston Outlaws,25.333333333333332,66.66666666666666,2018
10239,3,Oasis,New York Excelsior,2018/01/19,New York Excelsior,Los Angeles Valiant,99.66666666666666,63.33333333333333,2018
10240,3,Ilios,Los Angeles Gladiators,2018/01/19,Philadelphia Fusion,Los Angeles Gladiators,46.66666666666666,99.66666666666666,2018
10240,5,Lijiang Tower,Los Angeles Gladiators,2018/01/19,Philadelphia Fusion,Los Angeles Gladiators,62.666666666666664,66.66666666666666,2018
10241,3,Oasis,Seoul Dynasty,2018/01/20,Seoul Dynasty,Boston Uprising,66.66666666666666,15.666666666666666,2018
10242,3,Ilios,Florida Mayhem,2018/01/20,Shanghai Dragons,Florida Mayhem,35.666666666666664,66.66666666666666,2018
10243,3,Oasis,Dallas Fuel,2018/01/20,London Spitfire,Dallas Fuel,56.33333333333333,66.66666666666666,2018
10244,3,Oasis,Los Angeles Valiant,2018/01/20,Los Angeles Valiant,London Spitfire,66.66666666666666,33.0,2018
10244,5,Lijiang Tower,London Spitfire,2018/01/20,Los Angeles Valiant,London Spitfire,34.0,66.66666666666666,2018
10245,3,Oasis,New York Excelsior,2018/01/20,Los Angeles Gladiators,New York Excelsior,66.0,66.66666666666666,2018
10246,3,Oasis,San Francisco Shock,2018/01/21,Boston Uprising,San Francisco Shock,66.0,66.66666666666666,2018
10246,5,Lijiang Tower,San Francisco Shock,2018/01/21,Boston Uprising,San Francisco Shock,93.0,66.66666666666666,2018
10247,3,Oasis,San Francisco Shock,2018/01/25,San Francisco Shock,London Spitfire,96.33333333333331,65.0,2018
10248,3,Oasis,Seoul Dynasty,2018/01/25,Shanghai Dragons,Seoul Dynasty,50.33333333333333,78.33333333333331,2018
10249,3,Ilios,Los Angeles Valiant,2018/01/25,Los Angeles Gladiators,Los Angeles Valiant,66.33333333333333,89.66666666666666,2018
10249,5,Lijiang Tower,Los Angeles Valiant,2018/01/25,Los Angeles Gladiators,Los Angeles Valiant,73.33333333333333,99.66666666666666,2018
10250,3,Ilios,Boston Uprising,2018/01/25,Boston Uprising,London Spitfire,81.33333333333331,95.33333333333333,2018
10250,5,Lijiang Tower,Boston Uprising,2018/01/26,Boston Uprising,London Spitfire,66.66666666666666,49.666666666666664,2018
10251,3,Ilios,New York Excelsior,2018/01/26,Philadelphia Fusion,New York Excelsior,67.0,99.66666666666666,2018
10251,5,Lijiang Tower,Philadelphia Fusion,2018/01/26,Philadelphia Fusion,New York Excelsior,66.66666666666666,52.33333333333333,2018
10252,3,Ilios,Houston Outlaws,2018/01/26,Houston Outlaws,Florida Mayhem,66.66666666666666,66.0,2018
10253,3,Oasis,New York Excelsior,2018/01/27,Seoul Dynasty,New York Excelsior,73.0,79.66666666666666,2018
10253,5,Lijiang Tower,New York Excelsior,2018/01/27,Seoul Dynasty,New York Excelsior,41.0,66.66666666666666,2018
10254,3,Oasis,Shanghai Dragons,2018/01/27,Shanghai Dragons,Philadelphia Fusion,88.66666666666666,75.99999999999999,2018
10254,5,Lijiang Tower,Philadelphia Fusion,2018/01/27,Shanghai Dragons,Philadelphia Fusion,47.666666666666664,66.66666666666666,2018
10255,3,Ilios,Dallas Fuel,2018/01/27,Dallas Fuel,San Francisco Shock,66.66666666666666,65.0,2018
10256,3,Ilios,Boston Uprising,2018/01/27,Dallas Fuel,Boston Uprising,66.33333333333333,84.66666666666666,2018
10256,5,Lijiang Tower,Boston Uprising,2018/01/27,Dallas Fuel,Boston Uprising,54.666666666666664,66.66666666666666,2018
10257,3,Ilios,Los Angeles Valiant,2018/01/27,Los Angeles Valiant,Florida Mayhem,66.66666666666666,44.0,2018
10258,3,Ilios,Houston Outlaws,2018/01/28,Los Angeles Gladiators,Houston Outlaws,37.0,66.66666666666666,2018
10259,3,Oasis,Los Angeles Valiant,2018/02/01,Los Angeles Valiant,Philadelphia Fusion,66.66666666666666,41.666666666666664,2018
10260,3,Oasis,Los Angeles Gladiators,2018/02/01,Florida Mayhem,Los Angeles Gladiators,54.66666666666666,90.99999999999999,2018
10261,3,Oasis,San Francisco Shock,2018/02/01,Houston Outlaws,San Francisco Shock,83.66666666666666,99.66666666666666,2018
10262,3,Ilios,Philadelphia Fusion,2018/02/01,Philadelphia Fusion,Dallas Fuel,66.66666666666666,66.0,2018
10263,3,Oasis,New York Excelsior,2018/02/02,New York Excelsior,Shanghai Dragons,99.66666666666666,54.33333333333333,2018
10264,3,Ilios,London Spitfire,2018/02/02,London Spitfire,Seoul Dynasty,66.66666666666666,66.0,2018
10265,3,Ilios,San Francisco Shock,2018/02/03,San Francisco Shock,Florida Mayhem,66.66666666666666,0.0,2018
10266,3,Ilios,Seoul Dynasty,2018/02/03,Seoul Dynasty,Houston Outlaws,66.66666666666666,36.333333333333336,2018
10266,5,Lijiang Tower,Seoul Dynasty,2018/02/03,Seoul Dynasty,Houston Outlaws,92.66666666666666,33.33333333333333,2018
10267,3,Oasis,Boston Uprising,2018/02/03,Los Angeles Gladiators,Boston Uprising,26.0,66.66666666666666,2018
10268,3,Ilios,London Spitfire,2018/02/03,Shanghai Dragons,London Spitfire,62.666666666666664,66.66666666666666,2018
10269,3,Oasis,Dallas Fuel,2018/02/03,Dallas Fuel,New York Excelsior,83.66666666666666,96.33333333333333,2018
10270,3,Oasis,Boston Uprising,2018/02/04,Boston Uprising,Los Angeles Valiant,66.66666666666666,40.666666666666664,2018
10278,2,Nepal,Seoul Dynasty,2018/02/22,Seoul Dynasty,Los Angeles Valiant,66.66666666666666,40.33333333333333,2018
10279,2,Nepal,Dallas Fuel,2018/02/22,Dallas Fuel,Shanghai Dragons,66.66666666666666,52.666666666666664,2018
10280,2,Nepal,Los Angeles Gladiators,2018/02/22,Los Angeles Gladiators,San Francisco Shock,87.33333333333331,79.0,2018
10281,2,Nepal,Houston Outlaws,2018/02/23,Houston Outlaws,London Spitfire,87.99999999999999,42.33333333333333,2018
10281,5,Ilios,Houston Outlaws,2018/02/23,Houston Outlaws,London Spitfire,66.66666666666666,61.33333333333333,2018
10282,2,Lijiang Tower,Florida Mayhem,2018/02/23,New York Excelsior,Florida Mayhem,94.0,81.66666666666666,2018
10283,2,Lijiang Tower,Philadelphia Fusion,2018/02/23,Boston Uprising,Philadelphia Fusion,84.0,83.66666666666666,2018
10284,2,Lijiang Tower,New York Excelsior,2018/02/24,London Spitfire,New York Excelsior,58.0,66.66666666666666,2018
10284,5,Ilios,London Spitfire,2018/02/24,London Spitfire,New York Excelsior,66.66666666666666,49.0,2018
10285,2,Lijiang Tower,Los Angeles Gladiators,2018/02/24,Dallas Fuel,Los Angeles Gladiators,97.0,74.0,2018
10286,2,Lijiang Tower,Seoul Dynasty,2018/02/24,San Francisco Shock,Seoul Dynasty,93.0,91.33333333333331,2018
10287,2,Nepal,Philadelphia Fusion,2018/02/24,Philadelphia Fusion,Florida Mayhem,66.66666666666666,61.33333333333333,2018
10288,2,Lijiang Tower,Houston Outlaws,2018/02/24,Boston Uprising,Houston Outlaws,49.0,66.66666666666666,2018
10289,2,Lijiang Tower,Los Angeles Valiant,2018/02/25,Shanghai Dragons,Los Angeles Valiant,44.33333333333333,99.66666666666666,2018
10290,2,Nepal,Seoul Dynasty,2018/03/01,Seoul Dynasty,Dallas Fuel,99.66666666666666,66.33333333333333,2018
10291,2,Lijiang Tower,Los Angeles Valiant,2018/03/01,Los Angeles Valiant,San Francisco Shock,66.66666666666666,12.666666666666666,2018
10292,2,Nepal,Los Angeles Gladiators,2018/03/01,Los Angeles Gladiators,Shanghai Dragons,66.66666666666666,14.0,2018
10293,2,Lijiang Tower,London Spitfire,2018/03/02,Florida Mayhem,London Spitfire,47.0,66.66666666666666,2018
10294,2,Nepal,Houston Outlaws,2018/03/02,Houston Outlaws,Philadelphia Fusion,66.66666666666666,59.33333333333333,2018
10294,5,Ilios,Philadelphia Fusion,2018/03/02,Houston Outlaws,Philadelphia Fusion,98.0,99.66666666666666,2018
10295,2,Nepal,New York Excelsior,2018/03/02,New York Excelsior,Boston Uprising,75.33333333333331,56.66666666666666,2018
10296,2,Lijiang Tower,Boston Uprising,2018/03/03,Boston Uprising,Florida Mayhem,99.66666666666666,80.33333333333333,2018
10297,2,Nepal,Los Angeles Gladiators,2018/03/03,Los Angeles Gladiators,Seoul Dynasty,66.66666666666666,55.0,2018
10298,2,Nepal,Los Angeles Valiant,2018/03/03,Dallas Fuel,Los Angeles Valiant,65.66666666666666,99.66666666666666,2018
10299,2,Nepal,London Spitfire,2018/03/03,Philadelphia Fusion,London Spitfire,49.33333333333333,66.66666666666666,2018
10300,2,Lijiang Tower,New York Excelsior,2018/03/03,Houston Outlaws,New York Excelsior,52.99999999999999,99.66666666666666,2018
10301,2,Nepal,San Francisco Shock,2018/03/04,Shanghai Dragons,San Francisco Shock,94.33333333333333,94.33333333333331,2018
10302,2,Lijiang Tower,Seoul Dynasty,2018/03/08,Seoul Dynasty,Shanghai Dragons,66.66666666666666,21.666666666666664,2018
10303,2,Lijiang Tower,San Francisco Shock,2018/03/08,San Francisco Shock,Dallas Fuel,84.33333333333331,73.33333333333333,2018
10304,2,Lijiang Tower,Los Angeles Gladiators,2018/03/08,Los Angeles Valiant,Los Angeles Gladiators,66.0,66.66666666666666,2018
10305,2,Lijiang Tower,Seoul Dynasty,2018/03/09,Philadelphia Fusion,Seoul Dynasty,35.666666666666664,66.66666666666666,2018
10306,2,Lijiang Tower,Los Angeles Valiant,2018/03/09,Houston Outlaws,Los Angeles Valiant,73.33333333333331,99.66666666666666,2018
10307,2,Nepal,Boston Uprising,2018/03/09,Boston Uprising,Shanghai Dragons,66.66666666666666,0.0,2018
10308,2,Nepal,London Spitfire,2018/03/10,London Spitfire,Boston Uprising,73.0,99.33333333333333,2018
10309,2,Nepal,New York Excelsior,2018/03/10,New York Excelsior,Philadelphia Fusion,87.66666666666666,58.66666666666666,2018
10310,2,Lijiang Tower,Florida Mayhem,2018/03/10,Florida Mayhem,Houston Outlaws,66.66666666666666,66.0,2018
10310,5,Ilios,Houston Outlaws,2018/03/10,Florida Mayhem,Houston Outlaws,36.0,66.66666666666666,2018
10311,2,Lijiang Tower,Los Angeles Gladiators,2018/03/10,London Spitfire,Los Angeles Gladiators,13.666666666666666,66.66666666666666,2018
10312,2,Lijiang Tower,New York Excelsior,2018/03/10,New York Excelsior,San Francisco Shock,66.66666666666666,46.0,2018
10313,2,Nepal,Dallas Fuel,2018/03/11,Florida Mayhem,Dallas Fuel,42.33333333333333,66.66666666666666,2018
10313,5,Ilios,Florida Mayhem,2018/03/11,Florida Mayhem,Dallas Fuel,66.66666666666666,43.66666666666666,2018
10314,2,Lijiang Tower,Boston Uprising,2018/03/14,Boston Uprising,Dallas Fuel,66.66666666666666,50.666666666666664,2018
10315,2,Nepal,Seoul Dynasty,2018/03/15,New York Excelsior,Seoul Dynasty,60.66666666666666,78.99999999999999,2018
10315,5,Ilios,New York Excelsior,2018/03/15,New York Excelsior,Seoul Dynasty,66.66666666666666,47.33333333333333,2018
10316,2,Lijiang Tower,Philadelphia Fusion,2018/03/15,Philadelphia Fusion,Shanghai Dragons,66.66666666666666,50.0,2018
10317,2,Nepal,New York Excelsior,2018/03/15,Shanghai Dragons,New York Excelsior,26.0,66.66666666666666,2018
10318,2,Nepal,Florida Mayhem,2018/03/16,Florida Mayhem,Los Angeles Valiant,66.66666666666666,50.33333333333333,2018
10319,2,Lijiang Tower,Los Angeles Gladiators,2018/03/16,Houston Outlaws,Los Angeles Gladiators,89.66666666666666,99.33333333333333,2018
10319,5,Ilios,Los Angeles Gladiators,2018/03/16,Houston Outlaws,Los Angeles Gladiators,39.0,66.66666666666666,2018
10320,2,Nepal,Florida Mayhem,2018/03/16,Los Angeles Gladiators,Florida Mayhem,45.666666666666664,66.66666666666666,2018
10321,2,Nepal,London Spitfire,2018/03/17,London Spitfire,San Francisco Shock,66.66666666666666,33.0,2018
10322,2,Lijiang Tower,Los Angeles Valiant,2018/03/17,Los Angeles Valiant,Boston Uprising,86.99999999999999,99.33333333333333,2018
10322,5,Ilios,Boston Uprising,2018/03/17,Los Angeles Valiant,Boston Uprising,88.33333333333333,82.99999999999999,2018
10323,2,Lijiang Tower,London Spitfire,2018/03/17,Seoul Dynasty,London Spitfire,46.0,66.66666666666666,2018
10324,2,Nepal,San Francisco Shock,2018/03/17,San Francisco Shock,Houston Outlaws,66.66666666666666,33.0,2018
10325,2,Lijiang Tower,Philadelphia Fusion,2018/03/18,Dallas Fuel,Philadelphia Fusion,41.33333333333333,66.66666666666666,2018
10333,3,Ilios,Dallas Fuel,2018/04/05,Dallas Fuel,Shanghai Dragons,66.66666666666666,55.33333333333333,2018
10334,3,Nepal,Los Angeles Valiant,2018/04/05,Seoul Dynasty,Los Angeles Valiant,30.999999999999996,66.66666666666666,2018
10335,3,Ilios,San Francisco Shock,2018/04/05,Los Angeles Gladiators,San Francisco Shock,25.333333333333332,66.66666666666666,2018
10336,3,Ilios,New York Excelsior,2018/04/06,New York Excelsior,Florida Mayhem,66.66666666666666,29.0,2018
10337,3,Ilios,Boston Uprising,2018/04/06,Boston Uprising,Philadelphia Fusion,66.66666666666666,18.0,2018
10337,5,Oasis,Boston Uprising,2018/04/06,Boston Uprising,Philadelphia Fusion,66.66666666666666,24.666666666666664,2018
10338,3,Nepal,Houston Outlaws,2018/04/06,Houston Outlaws,London Spitfire,66.66666666666666,38.666666666666664,2018
10338,5,Oasis,Houston Outlaws,2018/04/06,Houston Outlaws,London Spitfire,66.66666666666666,33.0,2018
10339,3,Nepal,Los Angeles Gladiators,2018/04/07,Dallas Fuel,Los Angeles Gladiators,52.0,66.66666666666666,2018
10340,3,Ilios,Los Angeles Valiant,2018/04/07,Shanghai Dragons,Los Angeles Valiant,28.333333333333332,66.66666666666666,2018
10341,3,Ilios,Seoul Dynasty,2018/04/07,San Francisco Shock,Seoul Dynasty,70.66666666666666,75.33333333333331,2018
10342,3,Ilios,Philadelphia Fusion,2018/04/07,Philadelphia Fusion,Florida Mayhem,66.66666666666666,66.33333333333333,2018
10343,3,Nepal,Boston Uprising,2018/04/07,Boston Uprising,Houston Outlaws,66.66666666666666,0.0,2018
10344,3,Nepal,New York Excelsior,2018/04/08,London Spitfire,New York Excelsior,53.99999999999999,79.99999999999999,2018
10345,3,Nepal,Los Angeles Gladiators,2018/04/12,Los Angeles Gladiators,Shanghai Dragons,75.99999999999999,79.99999999999999,2018
10346,3,Ilios,Los Angeles Valiant,2018/04/12,Los Angeles Valiant,San Francisco Shock,66.66666666666666,47.33333333333333,2018
10347,3,Nepal,Seoul Dynasty,2018/04/12,Seoul Dynasty,Dallas Fuel,82.33333333333331,65.99999999999999,2018
10347,5,Oasis,Seoul Dynasty,2018/04/12,Seoul Dynasty,Dallas Fuel,66.66666666666666,66.0,2018
10348,3,Ilios,New York Excelsior,2018/04/13,New York Excelsior,Boston Uprising,66.66666666666666,37.33333333333333,2018
10348,5,Oasis,Boston Uprising,2018/04/13,New York Excelsior,Boston Uprising,38.0,66.66666666666666,2018
10349,3,Nepal,London Spitfire,2018/04/13,Florida Mayhem,London Spitfire,33.33333333333333,99.66666666666666,2018
10350,3,Ilios,Philadelphia Fusion,2018/04/13,Houston Outlaws,Philadelphia Fusion,33.0,66.66666666666666,2018
10350,5,Oasis,Philadelphia Fusion,2018/04/13,Houston Outlaws,Philadelphia Fusion,60.0,66.66666666666666,2018
10351,3,Ilios,Los Angeles Valiant,2018/04/14,Dallas Fuel,Los Angeles Valiant,81.33333333333333,99.66666666666666,2018
10352,3,Ilios,San Francisco Shock,2018/04/14,Shanghai Dragons,San Francisco Shock,44.0,66.66666666666666,2018
10353,3,Nepal,Los Angeles Gladiators,2018/04/14,Los Angeles Gladiators,Seoul Dynasty,84.99999999999999,58.99999999999999,2018
10353,5,Oasis,Los Angeles Gladiators,2018/04/14,Los Angeles Gladiators,Seoul Dynasty,66.66666666666666,48.33333333333333,2018
10354,3,Ilios,London Spitfire,2018/04/14,Philadelphia Fusion,London Spitfire,44.0,66.66666666666666,2018
10354,5,Oasis,Philadelphia Fusion,2018/04/14,Philadelphia Fusion,London Spitfire,66.66666666666666,32.666666666666664,2018
10355,3,Nepal,Houston Outlaws,2018/04/14,Houston Outlaws,New York Excelsior,82.33333333333331,85.33333333333333,2018
10355,5,Oasis,New York Excelsior,2018/04/15,Houston Outlaws,New York Excelsior,72.0,96.66666666666666,2018
10356,3,Nepal,Florida Mayhem,2018/04/15,Boston Uprising,Florida Mayhem,56.0,66.66666666666666,2018
10356,5,Oasis,Boston Uprising,2018/04/15,Boston Uprising,Florida Mayhem,66.66666666666666,19.666666666666664,2018
10357,3,Ilios,Los Angeles Valiant,2018/04/19,Los Angeles Valiant,Los Angeles Gladiators,66.66666666666666,64.33333333333333,2018
10357,5,Oasis,Los Angeles Valiant,2018/04/19,Los Angeles Valiant,Los Angeles Gladiators,81.66666666666666,97.66666666666666,2018
10358,3,Nepal,San Francisco Shock,2018/04/19,San Francisco Shock,Dallas Fuel,66.66666666666666,54.33333333333333,2018
10359,3,Ilios,Shanghai Dragons,2018/04/19,Seoul Dynasty,Shanghai Dragons,98.33333333333333,86.33333333333331,2018
10360,3,Ilios,Houston Outlaws,2018/04/20,Florida Mayhem,Houston Outlaws,49.33333333333333,66.66666666666666,2018
10361,3,Ilios,Boston Uprising,2018/04/20,London Spitfire,Boston Uprising,27.333333333333332,66.66666666666666,2018
10361,5,Oasis,Boston Uprising,2018/04/20,London Spitfire,Boston Uprising,66.33333333333333,99.66666666666666,2018
10362,3,Ilios,New York Excelsior,2018/04/20,New York Excelsior,Philadelphia Fusion,66.66666666666666,14.333333333333332,2018
10362,5,Oasis,New York Excelsior,2018/04/20,New York Excelsior,Philadelphia Fusion,82.99999999999999,33.33333333333333,2018
10363,3,Nepal,Philadelphia Fusion,2018/04/21,San Francisco Shock,Philadelphia Fusion,94.0,79.66666666666666,2018
10364,3,Nepal,Florida Mayhem,2018/04/21,Shanghai Dragons,Florida Mayhem,38.33333333333333,99.66666666666666,2018
10365,3,Nepal,Boston Uprising,2018/04/21,Seoul Dynasty,Boston Uprising,79.0,99.66666666666666,2018
10366,3,Nepal,Los Angeles Valiant,2018/04/21,Los Angeles Valiant,London Spitfire,66.66666666666666,32.666666666666664,2018
10366,5,Oasis,London Spitfire,2018/04/21,Los Angeles Valiant,London Spitfire,16.0,66.66666666666666,2018
10367,3,Ilios,New York Excelsior,2018/04/21,Los Angeles Gladiators,New York Excelsior,45.0,66.66666666666666,2018
10367,5,Oasis,New York Excelsior,2018/04/22,Los Angeles Gladiators,New York Excelsior,44.666666666666664,66.66666666666666,2018
10368,3,Ilios,Houston Outlaws,2018/04/22,Dallas Fuel,Houston Outlaws,33.33333333333333,98.99999999999999,2018
10369,3,Ilios,Boston Uprising,2018/04/26,Boston Uprising,Shanghai Dragons,66.66666666666666,62.66666666666666,2018
10370,3,Nepal,Houston Outlaws,2018/04/26,Houston Outlaws,Los Angeles Valiant,76.66666666666666,54.66666666666666,2018
10371,3,Ilios,Florida Mayhem,2018/04/26,Florida Mayhem,Dallas Fuel,66.66666666666666,61.0,2018
10372,3,Ilios,London Spitfire,2018/04/27,London Spitfire,Los Angeles Gladiators,99.66666666666666,51.33333333333333,2018
10372,5,Oasis,Los Angeles Gladiators,2018/04/27,London Spitfire,Los Angeles Gladiators,76.66666666666666,99.66666666666666,2018
10373,3,Nepal,New York Excelsior,2018/04/27,New York Excelsior,San Francisco Shock,99.66666666666666,99.33333333333333,2018
10374,3,Nepal,Philadelphia Fusion,2018/04/27,Philadelphia Fusion,Seoul Dynasty,66.66666666666666,39.0,2018
10374,5,Oasis,Seoul Dynasty,2018/04/27,Philadelphia Fusion,Seoul Dynasty,42.66666666666666,87.33333333333331,2018
10375,3,Ilios,Boston Uprising,2018/04/28,Boston Uprising,Dallas Fuel,66.66666666666666,14.666666666666666,2018
10376,3,Ilios,Houston Outlaws,2018/04/28,Houston Outlaws,Los Angeles Gladiators,66.66666666666666,66.33333333333333,2018
10376,5,Oasis,Los Angeles Gladiators,2018/04/28,Houston Outlaws,Los Angeles Gladiators,65.0,95.99999999999999,2018
10377,3,Ilios,Florida Mayhem,2018/04/28,Florida Mayhem,Los Angeles Valiant,87.33333333333331,83.0,2018
10378,3,Ilios,London Spitfire,2018/04/28,London Spitfire,San Francisco Shock,66.66666666666666,20.666666666666664,2018
10379,3,Ilios,New York Excelsior,2018/04/28,New York Excelsior,Seoul Dynasty,97.66666666666666,49.66666666666666,2018
10380,3,Nepal,Philadelphia Fusion,2018/04/29,Philadelphia Fusion,Shanghai Dragons,80.99999999999999,97.33333333333333,2018
10380,5,Oasis,Philadelphia Fusion,2018/04/29,Philadelphia Fusion,Shanghai Dragons,66.66666666666666,0.0,2018
10443,3,Lijiang Tower,Los Angeles Gladiators,2018/05/17,San Francisco Shock,Los Angeles Gladiators,47.0,66.66666666666666,2018
10444,3,Lijiang Tower,Los Angeles Valiant,2018/05/17,Los Angeles Valiant,Seoul Dynasty,66.66666666666666,33.0,2018
10444,5,Nepal,Los Angeles Valiant,2018/05/17,Los Angeles Valiant,Seoul Dynasty,66.66666666666666,48.666666666666664,2018
10445,3,Oasis,Dallas Fuel,2018/05/17,Shanghai Dragons,Dallas Fuel,20.333333333333332,66.66666666666666,2018
10446,3,Lijiang Tower,Philadelphia Fusion,2018/05/18,Philadelphia Fusion,Boston Uprising,99.66666666666666,39.666666666666664,2018
10447,3,Oasis,New York Excelsior,2018/05/18,Florida Mayhem,New York Excelsior,49.33333333333333,99.66666666666666,2018
10448,3,Lijiang Tower,Houston Outlaws,2018/05/18,London Spitfire,Houston Outlaws,48.33333333333333,66.66666666666666,2018
10449,3,Oasis,Los Angeles Gladiators,2018/05/19,Los Angeles Gladiators,Dallas Fuel,99.66666666666666,92.0,2018
10450,3,Oasis,Boston Uprising,2018/05/19,Houston Outlaws,Boston Uprising,63.99999999999999,71.33333333333331,2018
10451,3,Oasis,Seoul Dynasty,2018/05/19,Seoul Dynasty,San Francisco Shock,66.66666666666666,33.0,2018
10452,3,Oasis,Philadelphia Fusion,2018/05/19,Florida Mayhem,Philadelphia Fusion,0.0,66.66666666666666,2018
10453,3,Oasis,Los Angeles Valiant,2018/05/19,Los Angeles Valiant,Shanghai Dragons,66.66666666666666,38.666666666666664,2018
10454,3,Lijiang Tower,London Spitfire,2018/05/20,New York Excelsior,London Spitfire,60.66666666666666,66.66666666666666,2018
10455,3,Oasis,Dallas Fuel,2018/05/24,Dallas Fuel,Boston Uprising,66.66666666666666,33.0,2018
10456,3,Lijiang Tower,Los Angeles Valiant,2018/05/24,Los Angeles Valiant,Florida Mayhem,66.66666666666666,59.33333333333333,2018
10457,3,Oasis,Los Angeles Gladiators,2018/05/24,Los Angeles Gladiators,Houston Outlaws,66.66666666666666,36.0,2018
10458,3,Oasis,San Francisco Shock,2018/05/25,San Francisco Shock,London Spitfire,87.33333333333331,85.66666666666666,2018
10458,5,Nepal,London Spitfire,2018/05/25,San Francisco Shock,London Spitfire,39.33333333333333,66.66666666666666,2018
10459,3,Lijiang Tower,Los Angeles Gladiators,2018/05/25,Florida Mayhem,Los Angeles Gladiators,33.33333333333333,90.66666666666666,2018
10460,3,Oasis,Philadelphia Fusion,2018/05/25,Shanghai Dragons,Philadelphia Fusion,54.99999999999999,98.33333333333333,2018
10461,3,Oasis,Boston Uprising,2018/05/26,Boston Uprising,Los Angeles Valiant,93.99999999999999,98.33333333333333,2018
10461,5,Nepal,Los Angeles Valiant,2018/05/26,Boston Uprising,Los Angeles Valiant,54.33333333333333,66.66666666666666,2018
10462,3,Lijiang Tower,New York Excelsior,2018/05/26,Seoul Dynasty,New York Excelsior,33.0,66.66666666666666,2018
10463,3,Oasis,San Francisco Shock,2018/05/26,Houston Outlaws,San Francisco Shock,15.333333333333332,66.66666666666666,2018
10464,3,Lijiang Tower,London Spitfire,2018/05/26,London Spitfire,Seoul Dynasty,66.66666666666666,32.33333333333333,2018
10464,5,Nepal,London Spitfire,2018/05/26,London Spitfire,Seoul Dynasty,66.66666666666666,33.0,2018
10465,3,Oasis,New York Excelsior,2018/05/26,New York Excelsior,Shanghai Dragons,66.66666666666666,33.0,2018
10466,3,Lijiang Tower,Philadelphia Fusion,2018/05/27,Philadelphia Fusion,Dallas Fuel,66.66666666666666,23.0,2018
10467,3,Oasis,New York Excelsior,2018/05/31,Philadelphia Fusion,New York Excelsior,45.666666666666664,66.66666666666666,2018
10468,3,Lijiang Tower,Seoul Dynasty,2018/05/31,Shanghai Dragons,Seoul Dynasty,18.0,66.66666666666666,2018
10469,3,Oasis,Los Angeles Valiant,2018/05/31,Los Angeles Gladiators,Los Angeles Valiant,97.0,99.66666666666666,2018
10470,3,Oasis,London Spitfire,2018/06/01,Boston Uprising,London Spitfire,83.0,99.66666666666666,2018
10471,3,Oasis,San Francisco Shock,2018/06/01,Dallas Fuel,San Francisco Shock,21.999999999999996,66.66666666666666,2018
10472,3,Lijiang Tower,Los Angeles Gladiators,2018/06/01,Los Angeles Gladiators,Philadelphia Fusion,73.0,93.66666666666666,2018
10473,3,Lijiang Tower,Houston Outlaws,2018/06/02,Shanghai Dragons,Houston Outlaws,76.66666666666666,94.99999999999999,2018
10474,3,Oasis,Seoul Dynasty,2018/06/02,Seoul Dynasty,Florida Mayhem,67.0,39.0,2018
10474,5,Nepal,Seoul Dynasty,2018/06/02,Seoul Dynasty,Florida Mayhem,90.33333333333331,57.99999999999999,2018
10475,3,Lijiang Tower,San Francisco Shock,2018/06/02,San Francisco Shock,Boston Uprising,74.33333333333331,44.99999999999999,2018
