match_id,game_number,map_name,map_type,map_winner,match_date,team_one_name,team_two_name,team_one_score,team_two_score,season
37382,4,Havana,Escort,Philadelphia Fusion,2021/05/02,Philadelphia Fusion,Shanghai Dragons,1.1805556099566585,0.23346080218800302,2021
37382,6,Watchpoint: Gibraltar,Escort,Shanghai Dragons,2021/05/02,Philadelphia Fusion,Shanghai Dragons,1.4003997284063068,1.0713959058433702,2021
37392,4,Havana,Escort,Florida Mayhem,2021/05/08,Chengdu Hunters,Florida Mayhem,1.4454059343421635,1.1171095457067661,2021
37394,4,Dorado,Escort,New York Excelsior,2021/06/06,New York Excelsior,Hangzhou Spark,0.7258771816353375,0.22887384599148716,2021
37402,4,Junkertown,Escort,Dallas Fuel,2021/06/06,Dallas Fuel,Los Angeles Gladiators,0.9721295739188336,0.8914406426099835,2021
37405,4,Junkertown,Escort,Seoul Dynasty,2021/07/11,Seoul Dynasty,Chengdu Hunters,0.7407597164726033,0.24340051812472122,2021
37411,4,Watchpoint: Gibraltar,Escort,Los Angeles Gladiators,2021/07/12,Los Angeles Gladiators,Atlanta Reign,0.6356071641048833,0.23475287849437013,2021
37412,4,Route 66,Escort,Washington Justice,2021/07/11,Washington Justice,Dallas Fuel,1.3312197246792952,0.5932256525398368,2021
37414,4,Route 66,Escort,Washington Justice,2021/07/11,Washington Justice,Paris Eternal,1.8146447277047826,0.21007305168644383,2021
37147,2,Volskaya Industries,Assault,Dallas Fuel,2021/05/02,Houston Outlaws,Dallas Fuel,1.1428571428571428,1.1428571428571428,2021
37148,2,Volskaya Industries,Assault,Washington Justice,2021/05/02,Florida Mayhem,Washington Justice,0.5,1.0168953047119038,2021
37149,2,Volskaya Industries,Assault,Dallas Fuel,2021/05/02,San Francisco Shock,Dallas Fuel,0.5,1.0,2021
37150,2,Temple of Anubis,Assault,Florida Mayhem,2021/05/02,Florida Mayhem,Toronto Defiant,1.1298770568791074,0.5,2021
37211,2,Volskaya Industries,Assault,San Francisco Shock,2021/05/01,San Francisco Shock,Atlanta Reign,1.583745599263419,1.1490786722676127,2021
37212,2,Volskaya Industries,Assault,London Spitfire,2021/05/01,London Spitfire,Toronto Defiant,1.237550448507234,1.0,2021
37213,2,Temple of Anubis,Assault,Paris Eternal,2021/05/01,Paris Eternal,Florida Mayhem,1.1836422006059446,0.0,2021
37214,2,Temple of Anubis,Assault,Washington Justice,2021/04/30,Toronto Defiant,Washington Justice,0.0,1.0,2021
37215,2,Hanamura,Assault,San Francisco Shock,2021/04/30,Florida Mayhem,San Francisco Shock,0.5,2.5791200783411923,2021
37216,2,Temple of Anubis,Assault,London Spitfire,2021/04/30,Boston Uprising,London Spitfire,0.5,1.295826365673368,2021
37217,2,Volskaya Industries,Assault,Washington Justice,2021/04/29,Boston Uprising,Washington Justice,1.1428571428571428,1.2133283572026636,2021
37218,2,Hanamura,Assault,Atlanta Reign,2021/04/29,Paris Eternal,Atlanta Reign,1.3333333333333335,1.5720283097505368,2021
37219,3,Temple of Anubis,Assault,Vancouver Titans,2021/04/25,Vancouver Titans,Washington Justice,2.185553258187154,1.1428571428571428,2021
37220,3,Volskaya Industries,Assault,Dallas Fuel,2021/04/25,Boston Uprising,Dallas Fuel,2.1365520132393465,1.3333333333333335,2021
37221,3,Hanamura,Assault,Houston Outlaws,2021/04/25,London Spitfire,Houston Outlaws,0.5,1.6837203138349224,2021
37222,3,Hanamura,Assault,Washington Justice,2021/04/24,Washington Justice,Dallas Fuel,1.1738553612755216,0.5,2021
37223,3,Hanamura,Assault,Los Angeles Gladiators,2021/04/24,Boston Uprising,Los Angeles Gladiators,0.5,2.1900010359196793,2021
37224,3,Volskaya Industries,Assault,Houston Outlaws,2021/04/24,Houston Outlaws,Paris Eternal,1.7087750087483156,1.293553095179733,2021
37225,3,Volskaya Industries,Assault,Los Angeles Gladiators,2021/04/23,London Spitfire,Los Angeles Gladiators,0.5,1.4257752507435317,2021
37226,3,Hanamura,Assault,Paris Eternal,2021/04/23,Vancouver Titans,Paris Eternal,1.6767270996226717,1.2572423581351493,2021
37227,4,Temple of Anubis,Assault,Toronto Defiant,2021/04/19,Toronto Defiant,Atlanta Reign,1.0073558385497432,0.5,2021
37228,4,Volskaya Industries,Assault,Florida Mayhem,2021/04/18,Florida Mayhem,Vancouver Titans,1.735477169495419,0.5,2021
37229,4,Temple of Anubis,Assault,San Francisco Shock,2021/04/18,San Francisco Shock,Houston Outlaws,1.3333333333333335,1.3740194741514369,2021
37230,4,Temple of Anubis,Assault,Dallas Fuel,2021/04/18,Los Angeles Gladiators,Dallas Fuel,0.5,1.0,2021
37231,4,Hanamura,Assault,Florida Mayhem,2021/04/17,Atlanta Reign,Florida Mayhem,0.5,1.034538485232347,2021
37232,4,Hanamura,Assault,Toronto Defiant,2021/04/17,Toronto Defiant,Vancouver Titans,1.3500287882267998,0.5,2021
37233,4,Hanamura,Assault,San Francisco Shock,2021/04/16,Los Angeles Gladiators,San Francisco Shock,0.5,1.5531066200648311,2021
37234,4,Volskaya Industries,Assault,Dallas Fuel,2021/04/16,Houston Outlaws,Dallas Fuel,1.7257002074475394,1.3333333333333335,2021
37235,2,Volskaya Industries,Assault,Chengdu Hunters,2021/06/05,Hangzhou Spark,Chengdu Hunters,1.1428571428571428,4.185485461165689,2021
37236,2,Volskaya Industries,Assault,Seoul Dynasty,2021/06/05,Guangzhou Charge,Seoul Dynasty,0.5,1.0,2021
37237,2,Volskaya Industries,Assault,Philadelphia Fusion,2021/06/05,Los Angeles Valiant,Philadelphia Fusion,0.5,1.6157591745663886,2021
37238,2,Hanamura,Assault,Hangzhou Spark,2021/06/04,Los Angeles Valiant,Hangzhou Spark,0.0,1.368086548132694,2021
37239,2,Temple of Anubis,Assault,Seoul Dynasty,2021/06/04,Seoul Dynasty,Chengdu Hunters,1.074946222412824,0.5,2021
37240,2,Hanamura,Assault,draw,2021/06/04,Guangzhou Charge,Philadelphia Fusion,1.3333333333333335,1.5523832525112933,2021
37241,2,Temple of Anubis,Assault,Shanghai Dragons,2021/05/01,New York Excelsior,Shanghai Dragons,0.5,1.1845915522733415,2021
37242,2,Temple of Anubis,Assault,Hangzhou Spark,2021/05/01,Hangzhou Spark,Guangzhou Charge,1.8544704354108323,0.5,2021
37243,2,Temple of Anubis,Assault,Seoul Dynasty,2021/05/01,Seoul Dynasty,Los Angeles Valiant,2.160235484654272,0.5,2021
37244,2,Volskaya Industries,Assault,Hangzhou Spark,2021/04/30,Shanghai Dragons,Hangzhou Spark,1.4782831485021997,1.1428571428571428,2021
37245,2,Hanamura,Assault,Seoul Dynasty,2021/04/30,New York Excelsior,Seoul Dynasty,0.5,1.0,2021
37246,2,Hanamura,Assault,Guangzhou Charge,2021/04/30,Guangzhou Charge,Los Angeles Valiant,1.098116884368138,0.0,2021
37247,3,Volskaya Industries,Assault,Chengdu Hunters,2021/04/25,Philadelphia Fusion,Chengdu Hunters,1.0,2.2207111860103144,2021
37248,3,Volskaya Industries,Assault,Hangzhou Spark,2021/04/25,New York Excelsior,Hangzhou Spark,0.0,2.007645796662654,2021
37249,3,Hanamura,Assault,Philadelphia Fusion,2021/04/24,Hangzhou Spark,Philadelphia Fusion,0.5,3.0085553267223557,2021
37250,3,Temple of Anubis,Assault,Chengdu Hunters,2021/04/24,New York Excelsior,Chengdu Hunters,0.0,1.5414803087284583,2021
37254,4,Temple of Anubis,Assault,Philadelphia Fusion,2021/04/17,Philadelphia Fusion,Seoul Dynasty,1.8607248297756858,1.0,2021
37255,4,Volskaya Industries,Assault,Chengdu Hunters,2021/04/17,Los Angeles Valiant,Chengdu Hunters,0.5,1.7649332095117591,2021
37256,4,Temple of Anubis,Assault,Shanghai Dragons,2021/04/17,Guangzhou Charge,Shanghai Dragons,0.0,2.2670384181650878,2021
37257,2,Volskaya Industries,Assault,San Francisco Shock,2021/06/05,San Francisco Shock,Washington Justice,3.454728599147861,0.5,2021
37258,2,Volskaya Industries,Assault,Dallas Fuel,2021/06/05,Vancouver Titans,Dallas Fuel,0.0,2.330923417432161,2021
37259,2,Hanamura,Assault,Paris Eternal,2021/06/05,Los Angeles Gladiators,Paris Eternal,1.0,2.6123303686162407,2021
37260,2,Temple of Anubis,Assault,Washington Justice,2021/06/04,Florida Mayhem,Washington Justice,0.5,1.426279287273859,2021
37261,2,Hanamura,Assault,San Francisco Shock,2021/06/04,Vancouver Titans,San Francisco Shock,0.0,0.5,2021
37262,2,Temple of Anubis,Assault,Los Angeles Gladiators,2021/06/04,Boston Uprising,Los Angeles Gladiators,0.5,2.296112606543801,2021
37263,2,Hanamura,Assault,Dallas Fuel,2021/06/03,Florida Mayhem,Dallas Fuel,1.0,2.383423395027867,2021
37264,2,Volskaya Industries,Assault,Paris Eternal,2021/06/03,Boston Uprising,Paris Eternal,0.5,2.6363344106419904,2021
37265,3,Temple of Anubis,Assault,draw,2021/05/30,Dallas Fuel,San Francisco Shock,1.1428571428571428,1.2955920197810267,2021
37266,3,Temple of Anubis,Assault,Atlanta Reign,2021/05/30,Vancouver Titans,Atlanta Reign,0.0,1.6197283286094037,2021
37267,3,Volskaya Industries,Assault,Houston Outlaws,2021/05/30,Toronto Defiant,Houston Outlaws,0.0,2.696780403598739,2021
37268,3,Volskaya Industries,Assault,Atlanta Reign,2021/05/29,Atlanta Reign,Los Angeles Gladiators,0.7833819025623734,0.0,2021
37269,3,Hanamura,Assault,San Francisco Shock,2021/05/29,San Francisco Shock,Toronto Defiant,2.005565575041415,0.5,2021
37270,3,Temple of Anubis,Assault,Houston Outlaws,2021/05/29,Houston Outlaws,London Spitfire,1.7768301535057558,1.0,2021
37271,3,Hanamura,Assault,Los Angeles Gladiators,2021/05/28,Vancouver Titans,Los Angeles Gladiators,1.0,2.42617833690453,2021
37272,3,Hanamura,Assault,Dallas Fuel,2021/05/28,Dallas Fuel,London Spitfire,1.887460204506536,1.0,2021
37273,4,Temple of Anubis,Assault,Houston Outlaws,2021/05/23,Houston Outlaws,Florida Mayhem,1.1044741742762365,0.0,2021
37277,4,Hanamura,Assault,Atlanta Reign,2021/05/22,Houston Outlaws,Atlanta Reign,0.0,1.3128708653981913,2021
37278,4,Volskaya Industries,Assault,draw,2021/05/22,Washington Justice,Paris Eternal,1.3034907317773352,1.235429041989211,2021
37279,4,Volskaya Industries,Assault,Florida Mayhem,2021/05/21,London Spitfire,Florida Mayhem,2.5101195450050846,1.3112139452199472,2021
37280,4,Temple of Anubis,Assault,Toronto Defiant,2021/05/21,Toronto Defiant,Paris Eternal,1.0,0.5,2021
37281,3,Temple of Anubis,Assault,Seoul Dynasty,2021/05/30,Shanghai Dragons,Seoul Dynasty,1.0,1.324382802038067,2021
37282,3,Temple of Anubis,Assault,New York Excelsior,2021/05/30,New York Excelsior,Los Angeles Valiant,1.0645659941452608,0.0,2021
37283,3,Hanamura,Assault,Seoul Dynasty,2021/05/29,New York Excelsior,Seoul Dynasty,0.0,0.5,2021
37284,3,Volskaya Industries,Assault,draw,2021/05/29,Shanghai Dragons,Los Angeles Valiant,0.5,0.5,2021
37285,4,Temple of Anubis,Assault,draw,2021/05/23,Chengdu Hunters,Philadelphia Fusion,0.5,0.5,2021
37286,4,Hanamura,Assault,Guangzhou Charge,2021/05/23,Guangzhou Charge,New York Excelsior,1.2061877490421749,0.0,2021
37288,4,Volskaya Industries,Assault,New York Excelsior,2021/05/22,Philadelphia Fusion,New York Excelsior,0.0,1.0722639183522793,2021
37290,4,Temple of Anubis,Assault,Hangzhou Spark,2021/05/22,Guangzhou Charge,Hangzhou Spark,1.1428571428571428,1.4452216615467735,2021
37291,2,Hanamura,Assault,Washington Justice,2021/07/10,Washington Justice,Los Angeles Gladiators,1.0677486731328862,0.5,2021
37292,2,Volskaya Industries,Assault,Dallas Fuel,2021/07/10,Toronto Defiant,Dallas Fuel,0.5,1.4891571370831338,2021
37293,2,Hanamura,Assault,Atlanta Reign,2021/07/10,Boston Uprising,Atlanta Reign,0.5,1.2765278297592806,2021
37294,2,Hanamura,Assault,draw,2021/07/09,Houston Outlaws,Dallas Fuel,1.278554472847278,1.1747890285234386,2021
37295,2,Temple of Anubis,Assault,Los Angeles Gladiators,2021/07/09,Toronto Defiant,Los Angeles Gladiators,1.3333333333333335,2.832861148983917,2021
37296,2,Temple of Anubis,Assault,Washington Justice,2021/07/09,Washington Justice,London Spitfire,1.881497289356958,0.0,2021
37297,2,Temple of Anubis,Assault,Boston Uprising,2021/07/08,Houston Outlaws,Boston Uprising,0.5,1.1079898115296414,2021
37298,2,Volskaya Industries,Assault,Atlanta Reign,2021/07/08,Atlanta Reign,London Spitfire,2.5547275479641627,1.0,2021
37299,3,Temple of Anubis,Assault,Washington Justice,2021/07/04,Washington Justice,Florida Mayhem,1.3324857099094678,0.5,2021
37300,3,Hanamura,Assault,Houston Outlaws,2021/07/04,Vancouver Titans,Houston Outlaws,0.5,1.2625199854408344,2021
37301,3,Temple of Anubis,Assault,Dallas Fuel,2021/07/04,Atlanta Reign,Dallas Fuel,0.0,1.6788558798018842,2021
37302,3,Volskaya Industries,Assault,Houston Outlaws,2021/07/03,Houston Outlaws,San Francisco Shock,1.7478193151956305,0.0,2021
37303,3,Hanamura,Assault,Dallas Fuel,2021/07/03,Florida Mayhem,Dallas Fuel,0.0,2.4473939846785804,2021
37304,3,Volskaya Industries,Assault,Paris Eternal,2021/07/03,Vancouver Titans,Paris Eternal,0.5,1.8616269067051348,2021
37305,3,Volskaya Industries,Assault,Atlanta Reign,2021/07/02,Washington Justice,Atlanta Reign,1.0,1.187792485207382,2021
37306,3,Hanamura,Assault,Paris Eternal,2021/07/02,San Francisco Shock,Paris Eternal,1.3535234301782912,1.3333333333333335,2021
37308,4,Volskaya Industries,Assault,Boston Uprising,2021/06/27,Florida Mayhem,Boston Uprising,1.1428571428571428,1.1669406147623036,2021
37309,4,Temple of Anubis,Assault,Paris Eternal,2021/06/27,Paris Eternal,Los Angeles Gladiators,1.6457801238072687,0.5,2021
37310,4,Hanamura,Assault,Boston Uprising,2021/06/27,Vancouver Titans,Boston Uprising,0.5,1.1698986205977828,2021
37311,4,Hanamura,Assault,Toronto Defiant,2021/06/26,Toronto Defiant,Florida Mayhem,1.1428571428571428,1.2318210893396166,2021
37312,4,Temple of Anubis,Assault,San Francisco Shock,2021/06/26,San Francisco Shock,London Spitfire,2.547838467004907,0.5,2021
37313,4,Volskaya Industries,Assault,Los Angeles Gladiators,2021/06/25,San Francisco Shock,Los Angeles Gladiators,0.5,1.367159238582049,2021
37314,4,Hanamura,Assault,Paris Eternal,2021/06/25,London Spitfire,Paris Eternal,0.5,1.0,2021
37315,2,Hanamura,Assault,Shanghai Dragons,2021/07/10,Hangzhou Spark,Shanghai Dragons,0.5,1.0,2021
37316,2,Temple of Anubis,Assault,Chengdu Hunters,2021/07/10,Los Angeles Valiant,Chengdu Hunters,0.5,1.3580345460156868,2021
37317,2,Temple of Anubis,Assault,New York Excelsior,2021/07/10,Philadelphia Fusion,New York Excelsior,0.5,2.0864485190970323,2021
37318,2,Volskaya Industries,Assault,Shanghai Dragons,2021/07/09,Shanghai Dragons,Los Angeles Valiant,0.6657383617560048,0.0,2021
37319,2,Volskaya Industries,Assault,Philadelphia Fusion,2021/07/09,Philadelphia Fusion,Chengdu Hunters,2.027061353614119,1.2298673903781023,2021
37320,2,Volskaya Industries,Assault,Hangzhou Spark,2021/07/09,Hangzhou Spark,New York Excelsior,1.7346743352592675,1.1428571428571428,2021
37321,3,Volskaya Industries,Assault,Shanghai Dragons,2021/07/04,Philadelphia Fusion,Shanghai Dragons,0.5,2.507903049127579,2021
37322,3,Volskaya Industries,Assault,Seoul Dynasty,2021/07/04,Guangzhou Charge,Seoul Dynasty,0.5,1.735056950198898,2021
37323,3,Temple of Anubis,Assault,Shanghai Dragons,2021/07/03,Shanghai Dragons,Seoul Dynasty,1.9489062382287283,0.5,2021
37324,3,Hanamura,Assault,draw,2021/07/03,Philadelphia Fusion,Guangzhou Charge,1.1865445529048488,1.1428571428571428,2021
37328,4,Volskaya Industries,Assault,New York Excelsior,2021/06/26,Guangzhou Charge,New York Excelsior,1.4446299755870406,1.3333333333333335,2021
37329,4,Hanamura,Assault,Seoul Dynasty,2021/06/26,Chengdu Hunters,Seoul Dynasty,0.5,1.5004971243867988,2021
37355,2,Temple of Anubis,Assault,Atlanta Reign,2021/06/11,New York Excelsior,Atlanta Reign,1.8807599142284974,1.3333333333333335,2021
37356,2,Volskaya Industries,Assault,Dallas Fuel,2021/06/11,Shanghai Dragons,Dallas Fuel,0.5,1.6262972987895703,2021
37357,2,Volskaya Industries,Assault,Dallas Fuel,2021/06/12,Dallas Fuel,Atlanta Reign,1.5708657801843167,1.145871907253428,2021
37358,2,Volskaya Industries,Assault,Dallas Fuel,2021/06/13,Shanghai Dragons,Dallas Fuel,0.0,2.0906470214808963,2021
37359,2,Hanamura,Assault,Shanghai Dragons,2021/06/12,Atlanta Reign,Shanghai Dragons,1.1428571428571428,2.7111749193428976,2021
37360,2,Temple of Anubis,Assault,Shanghai Dragons,2021/06/12,New York Excelsior,Shanghai Dragons,0.0,1.8679152180560958,2021
37377,2,Hanamura,Assault,draw,2021/05/07,Shanghai Dragons,Florida Mayhem,0.5,0.5,2021
37378,2,Temple of Anubis,Assault,Dallas Fuel,2021/05/07,Chengdu Hunters,Dallas Fuel,0.5,1.8511233865705803,2021
37379,2,Temple of Anubis,Assault,draw,2021/05/08,Shanghai Dragons,Dallas Fuel,1.1428571428571428,1.7385760262243706,2021
37380,2,Temple of Anubis,Assault,Shanghai Dragons,2021/05/09,Shanghai Dragons,Dallas Fuel,2.1790451659667163,0.0,2021
37381,2,Hanamura,Assault,Chengdu Hunters,2021/05/02,Seoul Dynasty,Chengdu Hunters,0.5,1.4983986801519602,2021
37382,2,Volskaya Industries,Assault,draw,2021/05/02,Philadelphia Fusion,Shanghai Dragons,1.3427100100430247,1.3333333333333335,2021
37391,2,Hanamura,Assault,Shanghai Dragons,2021/05/08,Shanghai Dragons,Florida Mayhem,0.5,0.0,2021
37392,2,Volskaya Industries,Assault,Florida Mayhem,2021/05/08,Florida Mayhem,Chengdu Hunters,1.8325017331920566,0.5,2021
37393,2,Temple of Anubis,Assault,Shanghai Dragons,2021/06/06,Seoul Dynasty,Shanghai Dragons,0.5,2.565513934163514,2021
37394,2,Temple of Anubis,Assault,New York Excelsior,2021/06/06,Hangzhou Spark,New York Excelsior,0.0,1.8638534621434983,2021
37401,2,Hanamura,Assault,Atlanta Reign,2021/06/07,San Francisco Shock,Atlanta Reign,0.5,2.27154420304653,2021
37402,2,Hanamura,Assault,Dallas Fuel,2021/06/06,Los Angeles Gladiators,Dallas Fuel,1.3333333333333335,2.161520049660167,2021
37403,2,Temple of Anubis,Assault,Atlanta Reign,2021/06/06,Boston Uprising,Atlanta Reign,0.5,2.0309551821887517,2021
37404,2,Hanamura,Assault,Dallas Fuel,2021/06/06,Houston Outlaws,Dallas Fuel,0.5,1.0,2021
37405,2,Temple of Anubis,Assault,Chengdu Hunters,2021/07/11,Chengdu Hunters,Seoul Dynasty,1.0050609803029036,0.5,2021
37406,2,Volskaya Industries,Assault,Shanghai Dragons,2021/07/11,New York Excelsior,Shanghai Dragons,1.200753539904975,2.535630870501083,2021
37411,2,Temple of Anubis,Assault,Los Angeles Gladiators,2021/07/12,Los Angeles Gladiators,Atlanta Reign,1.72547691127627,0.0,2021
37412,2,Volskaya Industries,Assault,Dallas Fuel,2021/07/11,Dallas Fuel,Washington Justice,1.685286784966242,0.5,2021
37413,2,Hanamura,Assault,Los Angeles Gladiators,2021/07/11,Boston Uprising,Los Angeles Gladiators,0.0,2.448880073749893,2021
37414,2,Hanamura,Assault,Washington Justice,2021/07/11,Washington Justice,Paris Eternal,0.9937559812950487,0.0,2021
